value_w,momentum_w,quality_w,growth_w,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value
0.25,0.5,0.1,0.15,139.49077629155326,3.871738006151973,7.995704174138056,0.33006157683044707,0.4536779324055666,1.441751821291766,2515,7024538814.577663
0.05,0.35,0.35,0.25,91.80462977511385,3.266014229976709,7.9803097401833565,0.17140888137260407,0.4721311475409836,1.7485189591720767,1830,4640231488.7556925
0.25,0.2,0.25,0.3,96.50074958575493,3.3339801522503345,7.963515066341792,0.220473947642799,0.48108493932905066,1.6020433407113337,1401,4875037479.287746
0.3,0.55,-0.0,0.15,138.15815324031,3.8568931956166566,7.9202972170794865,0.2620397235754222,0.4387337057728119,1.4066780703792752,2685,6957907662.0155
0.0,0.5,0.35,0.15,81.487286754047,3.108028562368786,7.919919594935927,0.18318405261490125,0.45431078988125967,1.637567135618024,1937,4124364337.70235
0.1,0.55,0.15,0.2,118.52552334438343,3.6260440583488194,7.911567741635524,0.25495062254024775,0.43826930249906754,1.3832564420805846,2681,5976276167.219172
0.25,0.4,0.1,0.25,139.70492175875123,3.8741145505627825,7.906197282989294,0.337840872478212,0.45256358498183286,1.5144015855181432,2477,7035246087.937562
0.3,0.35,0.05,0.3,147.87985888198654,3.963056840346857,7.8826819842647575,0.36173421935823524,0.456,1.4020168164457334,2500,7443992944.099327
0.1,0.45,0.2,0.25,103.04512798586374,3.425079404999855,7.836767880975019,0.20130951145907633,0.4624505928853755,1.4097541419197273,2530,5202256399.293187
0.4,0.5,-0.0,0.1,135.0018256914113,3.8213434954586143,7.8262906587807635,0.26535262862316666,0.4450843274372686,1.449174693528495,2431,6800091284.570566
0.35,0.2,0.15,0.3,91.92497824716224,3.267784859558657,7.765362307483828,0.2562902932295231,0.47360774818401935,1.6753486194321496,2065,4646248912.358112
0.0,0.35,0.4,0.25,84.77506182911245,3.1597630429972643,7.759912968281274,0.2308723084376516,0.4709639953542393,1.569963061420637,1722,4288753091.455622
0.3,0.4,0.1,0.2,121.54498324243966,3.6631472541576837,7.7456384439303845,0.28052486593800563,0.45300906842539157,1.4979031189043357,2426,6127249162.121983
0.2,0.3,0.25,0.25,91.47278198350317,3.2611238120418706,7.735743596030619,0.183863684384152,0.4923251847640705,1.5396853497715557,1759,4623639099.1751585
0.4,0.4,0.05,0.15,122.48031221322037,3.674514374105698,7.71432535770418,0.22693536767169759,0.45734498543487306,1.4722544142376164,2403,6174015610.661018
0.25,0.45,0.1,0.2,120.73978021103198,3.653314227105284,7.700433525332408,0.4070018541163337,0.4525518341307815,1.519912963542124,2508,6086989010.5515995
0.15,0.35,0.2,0.3,98.25025954968781,3.358731040192036,7.6560149675421725,0.21573654873392267,0.4657070279424217,1.3894243286459431,2362,4962512977.48439
